"link";"titulo";"preco";"cidade";"bairro";"adicional";"tem_quarto";"tem_area";"tem_taxa";"tem_garagem";"qtd_quarto";"taxa_condominio";"area_condominio";"cep";"garagem";"ender_completo_cep";"lat";"lon"
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-na-ipadu-268666729";"Apartamento na ipadú";800;"Rio de Janeiro";" Jacarepaguá";" 2 quarto";TRUE;FALSE;FALSE;FALSE;2;NA;NA;"22713460";NA;"Rua Ipadu, 22713460, Jacarepaguá, Rio de Janeiro, RJ";-22,9257000472785;-43,3948506787768
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/lindo-apartamento-02-qtos-pechincha-jacarepagua-267393536";"Lindo Apartamento 02 Qtos Pechincha Jacarepaguá";1200;"Rio de Janeiro";" Pechincha";" 2 quarto | 48 m² | Condomínio: RS 480 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;480;48;"22740011";1;"Avenida Geremário Dantas, 22740011, Pechincha, Rio de Janeiro, RJ";-22,9276177884036;-43,3555497971106
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-ape-02-qts-av-brasil-para-aluguel-terreo-730-reais-sem-taxa-de-cond-e-agua-268665261";"Excelente Apê 02 Qts Av Brasil Para Aluguel Térreo 730 Reais sem taxa de cond e Água";730;"Rio de Janeiro";" Campo Grande";" 2 quarto | 45 m² | 1 vaga";TRUE;TRUE;FALSE;TRUE;2;NA;45;"23070060";1;"Rua Levino Fanzeres, 23070060, Campo Grande, Rio de Janeiro, RJ";-22,9030621102985;-43,576576570956
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/1-quarto-rio-centro-recreio-barra-da-tijuca-mobilado-e-decorado-268663104";"1 quarto Rio Centro / Recreio / Barra da tijuca / Mobilado e decorado";2000;"Rio de Janeiro";" Vargem Pequena";" 1 quarto | 50 m² | 1 vaga";TRUE;TRUE;FALSE;TRUE;1;NA;50;"22783020";1;"Avenida Canal Rio Cacambe, 22783020, Vargem Pequena, Rio de Janeiro, RJ";-22,9736503454409;-43,4114714924382
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/la-vista-3-qts-barra-bonita-recreio-dos-bandeirantes-268663596";"La Vista 3 qts - Barra Bonita - Recreio dos Bandeirantes";2100;"Rio de Janeiro";" Recreio Dos Bandeirantes";" 3 quarto | 92 m² | Condomínio: RS 850 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;850;92;"22790587";1;"Avenida José Luiz Ferraz, 22790587, Recreio dos Bandeirantes, Rio de Janeiro, RJ";-23,0233432600796;-43,488675414914
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apto-enseada-parck-sala-2-suite-268662312";"Apto Enseada Parck Sala 2-suite";1650;"Niterói";" Centro";" 2 quarto | 60 m² | Condomínio: RS 380 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;380;60;"24020190";1;"Praça Raul Quaresma de Moura, 24020190, Centro, Niterói, RJ";-22,8913219437754;-43,1182496973533
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/maravilhoso-conjugado-mobiliado-botafogo-268661834";"Maravilhoso Conjugado Mobiliado Botafogo";1400;"Rio de Janeiro";" Botafogo";" 1 quarto | 26 m² | Condomínio: RS 1400 | 350 vagas";TRUE;TRUE;TRUE;TRUE;1;1400;26;"22250040";50;"Praia de Botafogo, 22250040, Botafogo, Rio de Janeiro, RJ";-22,9458540756555;-43,1820745842371
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/flamengo-dois-de-dez-perto-metro-quarto-sala-com-garagem-263116713";"Flamengo Dois de Dez.perto metrô quarto/sala com garagem";2000;"Rio de Janeiro";" Flamengo";" 1 quarto | 44 m² | Condomínio: RS 580 | 1 vaga";TRUE;TRUE;TRUE;TRUE;1;580;44;"22220040";1;"Rua Dois de Dezembro, 22220040, Flamengo, Rio de Janeiro, RJ";-22,9306194701333;-43,177006228931
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apto-em-santa-rosa-218768047";"Apto em Santa Rosa";1200;"Niterói";" Santa Rosa";" 2 quarto | 110 m² | Condomínio: RS 697 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;697;110;"24241000";1;"Rua Doutor Mário Viana, 24241000, Santa Rosa, Niterói, RJ";-22,9049431798813;-43,0910958253923
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinetes-freguesia-ilha-do-governador-252594613";"Quitinetes - Freguesia - Ilha do Governador";450;"Rio de Janeiro";" Freguesia";" 1 quarto | Condomínio: RS 185";TRUE;FALSE;TRUE;FALSE;1;185;NA;"21911550";NA;"Rua Tremembê, 21911550, Freguesia (Ilha do Governador), Rio de Janeiro, RJ";-22,789991020247;-43,177824489803
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-e-sala-flamengo-268660227";"Quarto e Sala Flamengo";2000;"Rio de Janeiro";" Flamengo";" 1 quarto | 90 m² | Condomínio: RS 530";TRUE;TRUE;TRUE;FALSE;1;530;90;"22230000";NA;"Rua Senador Vergueiro, 22230000, Flamengo, Rio de Janeiro, RJ";-22,937547961184;-43,1757512380718
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rocha-miranda-1a-locacao-predio-novo-com-infraestrutura-15-minutos-a-pe-do-metro-colegio-253196852";"Rocha Miranda 1a locação Prédio novo com infraestrutura, 15 minutos a pé do metrô Colégio";1150;"Rio de Janeiro";" Rocha Miranda";" 2 quarto | 55 m² | Condomínio: RS 350 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;350;55;"21540500";1;"Estrada do Barro Vermelho, 21540500, Rocha Miranda, Rio de Janeiro, RJ";-22,850130183226;-43,3449636844205
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/de-frente-para-o-aterro-e-ao-lado-de-tudo-que-voce-precisa-para-ser-feliz-268658282";"De frente para o Aterro e ao lado de tudo que você precisa para ser feliz";3600;"Rio de Janeiro";" Flamengo";" 2 quarto | 60 m² | Condomínio: RS 1350 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;1350;60;"22250060";1;"Avenida Oswaldo Cruz, 22250060, Flamengo, Rio de Janeiro, RJ";-22,9402753497766;-43,1744127818903
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-de-apartamento-268657091";"Aluguel de apartamento";500;"Rio de Janeiro";" Parada De Lucas";" 2 quarto | 50 m² | Condomínio: RS 220 | 2 vagas";TRUE;TRUE;TRUE;TRUE;2;220;50;"21010050";2;"Rua Iramaia, 21010050, Parada de Lucas, Rio de Janeiro, RJ";-22,8169979493596;-43,2987141054386
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rio-comprido-rua-da-estrela-2-quartos-vaga-268654424";"Rio Comprido, Rua da Estrela, 2 quartos, vaga";1100;"Rio de Janeiro";" Rio Comprido";" 2 quarto | 57 m² | Condomínio: RS 500 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;500;57;"20251021";1;"Rua da Estrela, 20251021, Rio Comprido, Rio de Janeiro, RJ";-22,9246935074171;-43,2073810529049
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-tipo-casa-268652434";"Apartamento tipo casa";800;"Rio de Janeiro";" Pechincha";" 1 quarto | 65 m²";TRUE;TRUE;FALSE;FALSE;1;NA;65;"22740320";NA;"Rua Pacoti, 22740320, Pechincha, Rio de Janeiro, RJ";-22,9285801274254;-43,3573754694079
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-kitnet-na-gavea-perto-da-puc-252339826";"Alugo kitnet na Gávea/ perto da PUC";1200;"Rio de Janeiro";" Gávea";" 1 quarto | 25 m² | Condomínio: RS 0";TRUE;TRUE;TRUE;FALSE;1;0;25;"22451250";NA;"Rua Tenente Francisco Mega, 22451250, Gávea, Rio de Janeiro, RJ";-22,9762052595586;-43,2283422186408
